id,name,genres,publisher,year,page_count,purchase_link,price,avg_rating,num_ratings,maturity_rating,language,description,image,authors
850,"The Soul of Man, and Prison Writings",['History'],"Oxford University Press, USA",1999,224.0,,,,,NOT_MATURE,en,"'All limitations, external or internal, are prison-walls, and life is a limitation.' Presenting the less familiar, serious Wilde before and after his fall, this volume includes The Soul of Man, a manifesto on Individualism, De Profundis, the self-analysing piece he wrote in gaol, two open letters to the Daily Chronicle on prison injustice, and The Ballad of Reading Gaol, inspiredby the execution of a fellow-prisoner.",http://books.google.com/books/content?id=D8rQVvz-GsoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
851,Intentions Annotated,,Independently Published,2021-04-09,196.0,,,,,NOT_MATURE,en,"""Intentions By Oscar Wilde was published in 1891 when Wilde was at the height of his form, these brilliant essays on art, literature, criticism, and society display the flamboyant poseur's famous wit and wide learning. A leading spokesman for the English Aesthetic movement, Wilde promoted art for art's sake against critics who argued that art must serve a moral purpose. On every page of this collection the gifted literary stylist admirably demonstrates not only that the characteristics of art are """"distinction, charm, beauty, and imaginative power, but also that criticism itself can be raised to an art form possessing these very qualities.In the opening essay, Wilde laments the decay of Lying as an art, a science, and a social pleasure. He takes to task modern literary realists like Henry James and Emile Zola for their """"monstrous worship of facts"""" and stifling of the imagination. What makes art wonderful, he says, is that it is absolutely indifferent to fact, invents, imagines, dreams, and keeps between herself and reality the impenetrable barrier of beautiful style, of decorative or ideal treatment.""",http://books.google.com/books/content?id=vQtlzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
852,The Ballad of Reading Gaol,"['Ballads, English']",Createspace Independent Publishing Platform,1898,62.0,,,,,NOT_MATURE,en,"He did not wear his scarlet coat, For blood and wine are red, And blood and wine were on his hands When they found him with the dead, The poor dead woman whom he loved, And murdered in her bed. He walked amongst the Trial Men In a suit of shabby grey; A cricket cap was on his head, And his step seemed light and gay; But I never saw a man who looked So wistfully at the day. I never saw a man who looked With such a wistful eye Upon that little tent of blue Which prisoners call the sky, And at every drifting cloud that went With sails of silver by.",http://books.google.com/books/content?id=nc8VAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
853,The Soul of Man Under Socialism,['Socialism'],,1905,90.0,,,5.0,1.0,NOT_MATURE,en,,http://books.google.com/books/content?id=8SpBVdwhwIQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
854,The Happy Prince,['Fiction'],Strelbytskyy Multimedia Publishing,2019-10-15,,https://play.google.com/store/books/details?id=6HC2DwAAQBAJ&rdid=book-6HC2DwAAQBAJ&rdot=1&source=gbs_api,0.03,,,NOT_MATURE,en,"The story of “The Happy Prince” has three major themes. Firstly it shows that apparent beauty is nothing and the real beauty is to bestow love and sacrifice. Secondly, it discusses that love and sacrifice are two saving forces. Thirdly, it shows that there is a large gap between rich and poor people the rulers and the masses. When the happy prince is alive he lives a happy life without sorrows, he is living a care free life but after his death he sees through a tall Colum that life has another view except happiness and that is helplessness poverty, hypocrisy and corruption of elite and ruling class. When a bird swallow comes and stays under the feet of prince he begs for his helps match girl, poor writer… The Happy Prince "" has been written in fairy tale mode through which he has exposed the exploitation, materialism and corruption of Victorian society. The Happy Prince is social satire prudence says that “the truepurpose of satire is the modification of vices by correction‟. It was first published in 1888 in the anthology The Happy Prince and Other Tales, which, in addition to its title story, also includes ""The Nightingale and the Rose"", ""The Devoted Friend"", ""The Selfish Giant"" and ""The Remarkable Rocket"".",http://books.google.com/books/content?id=6HC2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
855,De Profundis,"['Authors, Irish']",London : Methuen,1909,154.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=A5QOAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
856,The Fisherman and his Soul,['Foreign Language Study'],Uitgeverij De Boeck Secundair onderwijs,2013-02-18,112.0,,,,,NOT_MATURE,en,"FAIRY TALE & FANTASY A story of love and friendship about a fisherman who catches a mermaid. He lets her go because she promises to help him fish. Each day the mermaid appears and sings her song, so he falls in love with her. However, she cannot marry him until he has lost his human soul. Dossiers: Children’s Literature Aestheticism",http://books.google.com/books/content?id=OH2KPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"['Oscar Wilde', 'Kenneth Brodey']"
857,The Complete Works of Oscar Wilde,,,1910,,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=EtQVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
858,Works,,,1909,,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=GMUwAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
859,Oscar Wilde Quotations,['Humor'],Jarrold Pub,1998,48.0,,,,,NOT_MATURE,en,"In Oscar Wilde, the words and wit of the 19t h century author, poet and playwright demonstrate his keen o bservation and analysis of the society in which he lived. '",http://books.google.com/books/content?id=iJkLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
860,The Ballad of Reading Gaol,['Imprisonment'],,1901,12.0,,,4.0,3.0,NOT_MATURE,en,,http://books.google.com/books/content?id=8m-sPzMz2kkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
861,Lady Windermere's Fan,,,2021-04-13,62.0,,,,,NOT_MATURE,en,"Drawing-room in Lord Windermere's house. Door R.U. opening into ball-room, where band is playing. Door L. through which guests are entering. Door L.U. opens on to illuminated terrace. Palms, flowers, and brilliant lights. Room crowded with guests. Lady Windermere is receiving them.DUCHESS OF BERWICK. [Up C.] So strange Lord Windermere isn't here. Mr. Hopper is very late, too. You have kept those five dances for him, Agatha? [Comes down.]LADY AGATHA. Yes, mamma.DUCHESS OF BERWICK. [Sitting on sofa.] Just let me see your card. I'm so glad Lady Windermere has revived cards.-They're a mother's only safeguard. You dear simple little thing! [Scratches out two names.] No nice girl should ever waltz with such particularly younger sons! It looks so fast! The last two dances you might pass on the terrace with Mr. Hopper.",http://books.google.com/books/content?id=779mzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
862,The Picture of Dorian Gray,,Bernhard Tauchnitz,1908,287.0,,,4.0,172.0,NOT_MATURE,en,,http://books.google.com/books/content?id=w9A98UIGNMAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
863,A Woman Of No Importance,['Self-Help'],BEYOND BOOKS HUB,2021-10-16,204.0,https://play.google.com/store/books/details?id=bqJIEAAAQBAJ&rdid=book-bqJIEAAAQBAJ&rdot=1&source=gbs_api,1.33,,,NOT_MATURE,en,"A Woman of No Importance by Oscar Wilde is ""a new and original play of modern life"", in four acts, first given on 19 April 1893 at the Haymarket Theatre, London. Like Wilde's other society plays, it satirises English upper-class society.Oscar Wilde's audacious drama of social scandal centres around the revelation of Mrs Arbuthnot's long-concealed secret. A house party is in full swing at Lady Hunstanton's country home, when it is announced that Gerald Arbuthnot has been appointed secretary to the sophisticated, witty Lord Illingworth. Gerald's mother stands in the way of his appointment, but fears to tell him why, for who will believe Lord Illingworth to be a man of no importance?",http://books.google.com/books/content?id=bqJIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
864,Lady Windermere's Fan,['English drama (Comedy)'],,1906,78.0,,,,,NOT_MATURE,en,,http://books.google.com/books/content?id=b-VMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
865,A Woman of No Importance,,,1895*,182.0,,,3.5,4.0,NOT_MATURE,en,,,['Oscar Wilde']
866,An Ideal Husband,['English drama (Comedy)'],,1899,213.0,,,4.0,14.0,NOT_MATURE,en,"An Ideal Husband is an 1895 comedic stage play by Oscar Wilde which revolves around blackmail and political corruption, and touches on the themes of public and private honour. The action is set in London, in ""the present"", and takes place over the course of twenty-four hours.""Sooner or later,"" Wilde notes, ""we shall all have to pay for what we do."" But he adds that, ""No one should be entirely judged by their past."" Together with The Importance of Being Earnest, it is often considered Wilde's dramatic masterpiece. After Earnest, it is his most popularly produced play.",http://books.google.com/books/content?id=J58ElCw-G3sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
867,The Importance of Being Earnest Annotated,,,2021-02-07,102.0,,,,,NOT_MATURE,en,"""The Importance of Being Earnest A Trivial Comedy for Serious People is a play by Oscar Wilde. First performed on 14 February 1895 at the St James's Theatre in London, it is a farcical comedy in which the protagonists maintain fictitious personae to escape burdensome social obligations. Working within the social conventions of late Victorian London, the play's major themes are the triviality with which it treats institutions as serious as marriage, and the resulting satire of Victorian ways. Some contemporary reviews praised the play's humour and the culmination of Wilde's artistic career, while others were cautious about its lack of social messages. Its high farce and witty dialogue have helped make The Importance of Being Earnest Wilde's most enduringly popular play.""",http://books.google.com/books/content?id=Y9c0zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,['Oscar Wilde']
868,Lady Windermere's Fan,['Education'],Jovian Press,2016-12-15,88.0,,,4.0,26.0,NOT_MATURE,en,"Beautiful, aristocratic, an adored wife and young mother, Lady Windermere is 'a fascinating puritan' whose severe moral code leads her to the brink of social suicide. The only one who can save her is the mysterious Mrs Erlynne whose scandalous relationship with Lord Windermere has prompted her fatal impulse. And Mrs Erlynne has a secret - a secret Lady Windermere must never know if she is to retain her peace of mind.",http://books.google.com/books/content?id=GLp4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
869,The Decay of Lying,['Literary Collections'],Penguin UK,2020-09-24,144.0,https://play.google.com/store/books/details?id=nIzlDwAAQBAJ&rdid=book-nIzlDwAAQBAJ&rdot=1&source=gbs_api,8.45,,,NOT_MATURE,en,"'Life imitates Art far more than Art imitates Life' The two works brought together here, 'The Decay of Lying' and 'The Critic as Artist', are Oscar Wilde's wittiest and most profound writings on aesthetics, in which he proposes that criticism is the highest form of creation and that lying, the telling of a beautiful untruth, is the ultimate aim of art. One of twenty new books in the bestselling Penguin Great Ideas series. This new selection showcases a diverse list of thinkers who have helped shape our world today, from anarchists to stoics, feminists to prophets, satirists to Zen Buddhists.",http://books.google.com/books/content?id=nIzlDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
870,The Canterville Ghost and Other Stories,['Fiction'],eBookIt.com,2013-05-22,76.0,https://play.google.com/store/books/details?id=Vh5C9RXPsvcC&rdid=book-Vh5C9RXPsvcC&rdot=1&source=gbs_api,2.99,3.0,3.0,NOT_MATURE,en,The Canterville Ghost and Other Stories Table Of Contents LORD ARTHUR SAVILE'S CRIME THE CANTERVILLE GHOST THE SPHINX WITHOUT A SECRET THE MODEL MILLIONAIRE THE PORTRAIT OF MR. W. H.,http://books.google.com/books/content?id=Vh5C9RXPsvcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
871,The Happy Prince and Other Tales,['Arts'],,1888,116.0,,,4.0,5.0,NOT_MATURE,en,The Happy Prince and Other Tales was written by Victorian author Oscar Wilde and illustrated by Walter Crane and Jacomb Hood.?,http://books.google.com/books/content?id=vVKeG7xD_WkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
872,The Essential Oscar Wilde,['Drama'],Simon and Schuster,2013-08-20,335.0,https://play.google.com/store/books/details?id=dnDsAgAAQBAJ&rdid=book-dnDsAgAAQBAJ&rdot=1&source=gbs_api,1.99,,,NOT_MATURE,en,"Collected her in one omnibus edition are Oscar Wilde's most important works including The Importance of Being Earnest, The Picture of Dorian Gray, Salome, Selected Poems of Oscar Wilde, The Soul of Man Under Socialism, The Happy Prince and Other Tales, and The Canterville Ghost. These works of poetry, fiction, drama, and prose encompass Wilde's entire career and they display his range of style and wit. Wilde is one of the most important writers in the history of the English language. Wilder Publications is a green publisher. All of our books are printed to order. This reduces waste and helps us keep prices low while greatly reducing our impact on the environment.",http://books.google.com/books/content?id=dnDsAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,['Oscar Wilde']
